date,vm.VmStatistic.BlockStats.VmBlockStatistic.RdReq,vm.VmStatistic.BlockStats.VmBlockStatistic.WrReq,vm.VmStatistic.CpuStat.System,vm.VmStatistic.CpuStat.User,vm.VmStatistic.MemStat.GuestAvailable,vm.VmStatistic.NetStats.VmNetStatistic.RxBytes,vm.VmStatistic.NetStats.VmNetStatistic.TxBytes
2023-07-23 08:05:23,0.0,0.3133333333333333,9.886666666666667,33.63333333333333,33566261248.0,136997.48,215718.11999999997
2023-07-23 08:10:23,0.0,0.39,11.463333333333333,32.446666666666665,33566261248.0,139740.12,218169.2933333333
2023-07-23 08:15:23,0.0,0.25999999999999995,11.72,32.623333333333335,33566261248.0,142955.84666666668,223141.6333333333
2023-07-23 08:20:23,0.0,0.3433333333333333,11.816666666666666,32.730000000000004,33566261248.0,144140.55666666667,224367.76999999996
2023-07-23 08:25:23,0.0,0.32999999999999996,11.84,32.906666666666666,33566261248.0,144135.24333333335,223633.96333333332
2023-07-23 08:30:23,0.0,0.3966666666666666,11.796666666666667,32.93333333333333,33566261248.0,145124.40666666668,225245.02000000002
2023-07-23 08:35:23,0.0,0.3333333333333333,12.25,33.25,33566261248.0,150174.92666666667,231335.32666666666
2023-07-23 08:40:23,0.0,0.3966666666666666,4.533333333333333,41.95333333333333,33566261248.0,154606.18,236016.0466666667
2023-07-23 08:45:23,0.0,0.35666666666666663,0.0,46.38333333333333,33566261248.0,157943.0,239918.91
2023-07-23 08:50:23,0.0,0.35333333333333333,0.0,46.96333333333333,33566261248.0,159802.9,243199.35999999996
2023-07-23 08:55:23,0.0,0.37333333333333335,0.0,47.876666666666665,33566261248.0,162857.62333333335,248656.7933333333
2023-07-23 09:00:23,0.0,0.4,0.0,47.58,33566261248.0,167703.32,254194.01333333334
2023-07-23 09:05:23,0.0,0.3466666666666666,0.0,48.49666666666666,33566261248.0,167926.24666666664,254694.02999999997
2023-07-23 09:10:23,0.0,0.42000000000000004,0.0,48.980000000000004,33566261248.0,174617.50666666665,262655.11
2023-07-23 09:15:23,0.0,0.3233333333333333,0.0,49.44,33566261248.0,175083.06666666665,264346.75666666665
2023-07-23 09:20:23,0.0,0.44000000000000006,0.7666666666666667,48.85,33566261248.0,178444.05333333332,267841.14
2023-07-23 09:25:23,0.0,0.31333333333333335,13.596666666666668,36.516666666666666,33566261248.0,182841.12999999998,275127.93666666665
2023-07-23 09:30:23,0.0,0.3333333333333333,13.513333333333332,36.92666666666666,33566261248.0,184511.1333333333,276880.56333333335
2023-07-23 09:35:23,0.0,0.3033333333333333,13.593333333333334,37.013333333333335,33566261248.0,184042.49333333335,276124.56333333335
2023-07-23 09:40:23,0.0,0.3833333333333333,13.516666666666666,36.53333333333333,33566261248.0,182586.59,273246.37333333335
2023-07-23 09:45:23,0.0,0.39999999999999997,13.643333333333334,36.75,33566261248.0,186285.55666666667,276956.92000000004
2023-07-23 09:50:23,0.0,0.30333333333333334,13.626666666666669,37.089999999999996,33566261248.0,185897.67333333334,276477.39666666667
2023-07-23 09:55:23,0.0,0.37,9.146666666666667,41.18333333333333,33566261248.0,185492.55,276686.3
2023-07-23 10:00:23,0.0,0.5333333333333333,0.0,51.28666666666667,33566261248.0,190486.31666666665,279654.79333333333
2023-07-23 10:05:23,0.0,0.46333333333333326,0.0,52.34666666666667,33566261248.0,200304.91666666666,289845.7566666667
2023-07-23 10:10:23,0.0,0.44333333333333336,0.0,52.876666666666665,33566261248.0,202402.58666666664,293092.01666666666
2023-07-23 10:15:23,0.0,0.33999999999999997,0.0,52.69,33566261248.0,200196.41999999998,289600.38333333336
